Janelia_ID,Line,CGID,Gene,Flybase_ID,Flybase_Link,Expressed,Eve_Expression,Seq_coord_of_fragment,Fragment_length,Transmembrane_Domain,Signal_Domain,Interpro_Description_GO_Term_Name,Functional_Group,SMART_ID,PFAM_ID,aCC,RP2,Us,Pcc,Els,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R29B11&mode=embryo,GMR29B11,R29B11,CG3039,msn,FBgn0010909,http://flybase.org/reports/FBgn0010909.htm,"EVE lateral cells, Head, Other: gut/internal, Scattered",Lateral cells,X:6869279..6870118,839,,,"GO:0000165~MAPK cascade,GO:0001748~insect visual primordium development,GO:0006468~protein phosphorylation,GO:0007097~nuclear migration,GO:0007254~JNK cascade,GO:0007391~dorsal closure,GO:0008360~regulation of cell shape,GO:0008594~photoreceptor cell morphogenesis,GO:0009611~response to wounding,GO:0016310~phosphorylation,GO:0016476~regulation of embryonic cell shape,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0035332~positive regulation of hippo signaling,GO:0043068~positive regulation of programmed cell death,GO:0043408~regulation of MAPK cascade,GO:0045746~negative regulation of Notch signaling pathway,GO:0046529~imaginal disc fusion, thorax closure,GO:0048812~neuron projection morphogenesis,GO:1903684~regulation of border follicle cell migration,,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005938~cell cortex,GO:0070938~contractile ring,,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0008270~zinc ion binding,GO:0043565~sequence-specific DNA binding,GO:0046872~metal ion binding,GO:1990841~promoter-specific chromatin binding,",None,"SM00036:CNH,SM00220:S_TKc,","PF00069:Pkinase,PF00780:CNH,",?,?,?,?,?,UNCLEAR STAINING
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R30A10&mode=embryo,GMR30A10,R30A10,CG18657,oc,FBgn0004102,http://flybase.org/reports/FBgn0004102.htm,"CNS deep layer, EVE lateral cells, Head, Midline, Other: bodywall, Other: gut/internal",Lateral cells,X:14504817..14508234,3417,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0001700~embryonic development via the syncytial blastoderm,GO:0001745~compound eye morphogenesis,GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007355~anterior region determination,GO:0007389~pattern specification process,GO:0007399~nervous system development,GO:0007417~central nervous system development,GO:0007419~ventral cord development,GO:0007420~brain development,GO:0007628~adult walking behavior,GO:0008056~ocellus development,GO:0010628~positive regulation of gene expression,GO:0035284~brain segmentation,GO:0035288~anterior head segmentation,GO:0042051~compound eye photoreceptor development,GO:0042052~rhabdomere development,GO:0042463~ocellus photoreceptor cell development,GO:0045315~positive regulation of compound eye photoreceptor development,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0046552~photoreceptor cell fate commitment,GO:0048816~ocellus morphogenesis,GO:0061541~rhabdomere morphogenesis,,GO:0005634~nucleus,,GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001227~DNA-binding transcription repressor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0003700~DNA-binding transcription factor activity,GO:0005515~protein binding,GO:0019904~protein domain specific binding,GO:0043565~sequence-specific DNA binding,",TF,"SM00389:HOX,","PF00046:Homeodomain,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R31A06&mode=embryo,GMR31A06,R31A06,CG7100,sbb,FBgn0285917,http://flybase.org/reports/FBgn0285917.htm,"CNS small subset, EVE lateral cells, Head",Lateral cells,2L:17666742..17667733,991,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007411~axon guidance,GO:0007412~axon target recognition,GO:0007476~imaginal disc-derived wing morphogenesis,GO:0008345~larval locomotory behavior,GO:0045570~regulation of imaginal disc growth,GO:0048190~wing disc dorsal/ventral pattern formation,,GO:0005634~nucleus,,GO:0004895~cell adhesion receptor activity,GO:0106435~carboxylesterase activity,",TFs and Axon Guidance,,,no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R32G04&mode=embryo,GMR32G04,R32G04,CG6235,Rok,FBgn0026181,http://flybase.org/reports/FBgn0026181.htm,"CNS small subset, EVE lateral cells",Lateral cells,3R:5960178..5960609,431,,,"GO:0000022~mitotic spindle elongation,GO:0000278~mitotic cell cycle,GO:0000281~mitotic cytokinesis,GO:0001736~establishment of planar polarity,GO:0001737~establishment of imaginal disc-derived wing hair orientation,GO:0001932~regulation of protein phosphorylation,GO:0003383~apical constriction,GO:0003384~apical constriction involved in gastrulation,GO:0007266~Rho protein signal transduction,GO:0007300~ovarian nurse cell to oocyte transport,GO:0007302~nurse cell nucleus anchoring,GO:0007309~oocyte axis specification,GO:0007391~dorsal closure,GO:0008335~female germline ring canal stabilization,GO:0008360~regulation of cell shape,GO:0008544~epidermis development,GO:0016310~phosphorylation,GO:0016331~morphogenesis of embryonic epithelium,GO:0018107~peptidyl-threonine phosphorylation,GO:0030036~actin cytoskeleton organization,GO:0030866~cortical actin cytoskeleton organization,GO:0031032~actomyosin structure organization,GO:0032065~maintenance of protein location in cell cortex,GO:0032231~regulation of actin filament bundle assembly,GO:0032956~regulation of actin cytoskeleton organization,GO:0035191~nuclear axial expansion,GO:0035317~imaginal disc-derived wing hair organization,GO:0042067~establishment of ommatidial planar polarity,GO:0042325~regulation of phosphorylation,GO:0045184~establishment of protein localization,GO:0048598~embryonic morphogenesis,GO:0048599~oocyte development,GO:0050770~regulation of axonogenesis,GO:0051496~positive regulation of stress fiber assembly,GO:0090303~positive regulation of wound healing,GO:0106036~assembly of apicomedial cortex actomyosin,GO:1901739~regulation of myoblast fusion,GO:1901888~regulation of cell junction assembly,GO:1902408~mitotic cytokinesis, division site positioning,,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0005938~cell cortex,GO:0044291~cell-cell contact zone,GO:0045179~apical cortex,GO:0106037~apicomedial cortex,,GO:0005524~ATP binding,GO:0008017~microtubule binding,GO:0008568~microtubule severing ATPase activity,GO:0016853~isomerase activity,GO:0016887~ATP hydrolysis activity,GO:0017022~myosin binding,",None,"SM00109:C1,SM00133:S_TK_X,SM00220:S_TKc,SM00233:PH,","PF00069:Pkinase,PF08912:Rho_Binding,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R32G10&mode=embryo,GMR32G10,R32G10,CG2212,tws,FBgn0004889,http://flybase.org/reports/FBgn0004889.htm,"CNS small subset, CNS superficial layer, EVE lateral cells, Head, Other: bodywall",Lateral cells,X:7852465..7853038,573,,,"GO:0000278~mitotic cell cycle,GO:0006470~protein dephosphorylation,GO:0007091~metaphase/anaphase transition of mitotic cell cycle,GO:0007098~centrosome cycle,GO:0007406~negative regulation of neuroblast proliferation,GO:0007423~sensory organ development,GO:0007447~imaginal disc pattern formation,GO:0030071~regulation of mitotic metaphase/anaphase transition,GO:0045201~maintenance of neuroblast polarity,GO:0045752~positive regulation of Toll signaling pathway,GO:0045880~positive regulation of smoothened signaling pathway,GO:0046599~regulation of centriole replication,GO:0050821~protein stabilization,GO:0090263~positive regulation of canonical Wnt signaling pathway,,GO:0000159~protein phosphatase type 2A complex,GO:0005634~nucleus,GO:0005829~cytosol,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,",TF,"SM00320:WD40,","PF00400:WD40,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R32G11&mode=embryo,GMR32G11,R32G11,CG11354,mirr,FBgn0014343,http://flybase.org/reports/FBgn0014343.htm,"CNS small subset, EVE lateral cells",Lateral cells,X:8662280..8662861,581,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0001700~embryonic development via the syncytial blastoderm,GO:0001745~compound eye morphogenesis,GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007422~peripheral nervous system development,GO:0007476~imaginal disc-derived wing morphogenesis,GO:0030182~neuron differentiation,GO:0045317~equator specification,GO:0045893~positive regulation of DNA-templated transcription,GO:0045926~negative regulation of growth,GO:0046843~dorsal appendage formation,GO:0048468~cell development,GO:0097374~sensory neuron axon guidance,,GO:0005634~nucleus,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001222~transcription corepressor binding,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0005515~protein binding,GO:0019900~kinase binding,GO:0140297~DNA-binding transcription factor binding,",TFs and Axon Guidance,"SM00389:HOX,SM00548:IRO,","PF05920:Homeobox_KN,",no,no,no,no,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R32H05&mode=embryo,GMR32H05,R32H05,CG2262,Src64B,FBgn0262733,http://flybase.org/reports/FBgn0262733.htm,"EVE lateral cells, Head, Other: bodywall",Lateral cells,X:8034819..8035703,884,,,"GO:0002009~morphogenesis of an epithelium,GO:0006468~protein phosphorylation,GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway,GO:0007293~germarium-derived egg chamber formation,GO:0007300~ovarian nurse cell to oocyte transport,GO:0007301~female germline ring canal formation,GO:0007349~cellularization,GO:0007411~axon guidance,GO:0007424~open tracheal system development,GO:0007435~salivary gland morphogenesis,GO:0007616~long-term memory,GO:0008064~regulation of actin polymerization or depolymerization,GO:0008302~female germline ring canal formation, actin assembly,GO:0008335~female germline ring canal stabilization,GO:0016043~cellular component organization,GO:0016310~phosphorylation,GO:0016319~mushroom body development,GO:0030036~actin cytoskeleton organization,GO:0030046~parallel actin filament bundle assembly,GO:0030154~cell differentiation,GO:0030708~germarium-derived female germ-line cyst encapsulation,GO:0030717~oocyte karyosome formation,GO:0030723~ovarian fusome organization,GO:0034332~adherens junction organization,GO:0035331~negative regulation of hippo signaling,GO:0036058~filtration diaphragm assembly,GO:0045087~innate immune response,GO:0045742~positive regulation of epidermal growth factor receptor signaling pathway,GO:0045743~positive regulation of fibroblast growth factor receptor signaling pathway,GO:0045874~positive regulation of sevenless signaling pathway,GO:0045886~negative regulation of synaptic assembly at neuromuscular junction,GO:0048167~regulation of synaptic plasticity,GO:0048468~cell development,GO:0048477~oogenesis,GO:0065008~regulation of biological quality,GO:0090136~epithelial cell-cell adhesion,GO:0120176~positive regulation of torso signaling pathway,,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0031234~extrinsic component of cytoplasmic side of plasma membrane,GO:0045172~germline ring canal,,GO:0004888~transmembrane signaling receptor activity,GO:0005230~extracellular ligand-gated monoatomic ion channel activity,GO:0005231~excitatory extracellular ligand-gated monoatomic ion channel activity,GO:0005254~chloride channel activity,GO:0008068~extracellularly glutamate-gated chloride channel activity,GO:0030594~neurotransmitter receptor activity,GO:1904315~transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,",Axon Guidance and Synapse,"SM00219:TyrKc,SM00252:SH2,SM00326:SH3,","PF00017:SH2,PF00018:SH3_1,PF07714:PK_Tyr_Ser-Thr,",?,no,?,no,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R32H10&mode=embryo,GMR32H10,R32H10,CG18405,sws,FBgn0003656,http://flybase.org/reports/FBgn0003656.htm,"EVE lateral cells, Head, Midline, Other: bodywall",Lateral cells,2L:8543599..8544639,1040,,,"GO:0006643~membrane lipid metabolic process,GO:0006644~phospholipid metabolic process,GO:0007272~ensheathment of neurons,GO:0007399~nervous system development,GO:0007608~sensory perception of smell,GO:0016042~lipid catabolic process,GO:0034349~glial cell apoptotic process,GO:0045494~photoreceptor cell maintenance,GO:0046470~phosphatidylcholine metabolic process,GO:0051402~neuron apoptotic process,GO:0061024~membrane organization,GO:0072657~protein localization to membrane,,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,,GO:0001587~Gq/11-coupled serotonin receptor activity,GO:0004930~G protein-coupled receptor activity,GO:0004989~octopamine receptor activity,GO:0004993~G protein-coupled serotonin receptor activity,GO:0008227~G protein-coupled amine receptor activity,GO:0030594~neurotransmitter receptor activity,GO:0051378~serotonin binding,",None,"SM00100:cNMP,","PF00027:cNMP_binding,PF01734:Patatin,",yes,yes,no,no,yes,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R33G12&mode=embryo,GMR33G12,R33G12,CG1072,ttk,FBgn0003870,http://flybase.org/reports/FBgn0003870.htm,"EVE lateral cells, Head, Midline, Other: bodywall",Lateral cells,3L:3852139..3855795,3656,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0003006~developmental process involved in reproduction,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007307~eggshell chorion gene amplification,GO:0007422~peripheral nervous system development,GO:0007426~tracheal outgrowth, open tracheal system,GO:0008360~regulation of cell shape,GO:0016043~cellular component organization,GO:0016476~regulation of embryonic cell shape,GO:0030707~follicle cell of egg chamber development,GO:0031104~dendrite regeneration,GO:0035001~dorsal trunk growth, open tracheal system,GO:0035147~branch fusion, open tracheal system,GO:0035151~regulation of tube size, open tracheal system,GO:0035883~enteroendocrine cell differentiation,GO:0040003~chitin-based cuticle development,GO:0042675~compound eye cone cell differentiation,GO:0042682~regulation of compound eye cone cell fate specification,GO:0043388~positive regulation of DNA binding,GO:0045467~R7 cell development,GO:0045500~sevenless signaling pathway,GO:0045677~negative regulation of R7 cell differentiation,GO:0045892~negative regulation of DNA-templated transcription,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0046533~negative regulation of photoreceptor cell differentiation,GO:0046843~dorsal appendage formation,GO:0048053~R1/R6 development,GO:0048513~animal organ development,GO:0048626~myoblast fate specification,GO:0048666~neuron development,GO:0048750~compound eye corneal lens morphogenesis,GO:0060446~branching involved in open tracheal system development,GO:1903688~positive regulation of border follicle cell migration,,GO:0005634~nucleus,GO:0005700~polytene chromosome,GO:0017053~transcription repressor complex,,GO:0004971~AMPA glutamate receptor activity,GO:0005230~extracellular ligand-gated monoatomic ion channel activity,GO:0008066~glutamate receptor activity,GO:0015276~ligand-gated monoatomic ion channel activity,GO:1904315~transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,",TFs and Synapse,"SM00225:BTB,SM00355:ZnF_C2H2,","PF00096:zf-C2H2,PF00651:BTB,",no,no,no,no,no,UNCLEAR STAINING
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R35B02&mode=embryo,GMR35B02,R35B02,CG1864,Awh,FBgn0013751,http://flybase.org/reports/FBgn0013751.htm,"EVE lateral cells, Head, Other: bodywall",Lateral cells,2L:20704847..20707799,2952,,,"GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007444~imaginal disc development,GO:0010468~regulation of gene expression,GO:0021884~forebrain neuron development,GO:0030182~neuron differentiation,GO:0048749~compound eye development,,GO:0005634~nucleus,,GO:0004511~tyrosine 3-monooxygenase activity,GO:0005506~iron ion binding,",TF,"SM00132:LIM,SM00389:HOX,","PF00046:Homeodomain,PF00412:LIM,",no,no,?,no,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R35C08&mode=embryo,GMR35C08,R35C08,CG11648,ct,FBgn0004198,http://flybase.org/reports/FBgn0004198.htm,"EVE lateral cells, Head, Midline, Other: bodywall, Other: gut/internal",Lateral cells,3R:12763667..12766830,3163,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0001745~compound eye morphogenesis,GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007417~central nervous system development,GO:0007422~peripheral nervous system development,GO:0007424~open tracheal system development,GO:0007443~Malpighian tubule morphogenesis,GO:0007469~antennal development,GO:0007605~sensory perception of sound,GO:0008585~female gonad development,GO:0008587~imaginal disc-derived wing margin morphogenesis,GO:0035277~spiracle morphogenesis, open tracheal system,GO:0048098~antennal joint development,GO:0048468~cell development,GO:0048477~oogenesis,GO:0048699~generation of neurons,GO:0048813~dendrite morphogenesis,GO:0060288~formation of a compartment boundary,GO:0061332~Malpighian tubule bud morphogenesis,GO:0070983~dendrite guidance,GO:0140059~dendrite arborization,,GO:0005634~nucleus,,GO:0008017~microtubule binding,GO:0045505~dynein intermediate chain binding,GO:0051010~microtubule plus-end binding,GO:0070840~dynein complex binding,",TF,"SM00389:HOX,SM01109:CUT,","PF00046:Homeodomain,PF02376:CUT,",yes,yes,yes,yes,yes,
